date,BGN/1/ბულგარული ლევი,DKK/10/დანიური კრონი,EUR/1/ევრო,GBP/1/დიდი ბრიტანეთის გირვანქა სტერლინგი,ISK/100/ისლანდიური კრონი,RSD/100/სერბიული დინარი,NOK/10/ნორვეგიული კრონი,PLN/10/პოლონური ზლოტი,"ROL/10,000/რუმინული ლეი",RON/10/რუმინული ლეი,HUF/100/უნგრული ფორინტი,SEK/10/შვედური კრონი,CHF/1/შვეიცარიული ფრანკი ,CZK/10/ჩეხური კრონა,USD/1/აშშ დოლარი,CAD/1/კანადური დოლარი,AUD/1/ავსტრალიური დოლარი,EGP/10/ეგვიპტური გირვანქა,"TRL/1,000,000/თურქული ლირა",TRY/1/თურქული ლირა,JPY/100/იაპონური იენი,AED/10/არაბეთის გაერთიანებული საამიროების დირჰამი,"IRR/10,000/ირანული რიალი",ILS/10/ისრაელის შეკელი,SGD/1/სინგაპურული დოლარი,KWD/1/ქუვეითური დინარი,CNY/10/ჩინური იუანი,HKD/10/ჰონკონგური დოლარი,INR/100/ინდური რუპია,NZD/1/ახალზელანდიური დოლარი,RUB/100/რუსული რუბლი,"AZM/1,000/აზერბაიჯანული მანათი",AZN/1/აზერბაიჯანული მანათი,"BYR/10,000/ბელარუსული რუბლი",BYN/1/ბელარუსული რუბლი,EEK/10/ესტონური კრონა,"TMM/1,000/თურქმენული მანათი",TMT/10/თურქმენული მანათი,LVL/1/ლატვიური ლატი,LTL/10/ლიტვური ლიტი,MDL/10/მოლდოვური ლეი,"AMD/1,000/სომხური დრამი",TJS/10/ტაჯიკური სომონი,"UZS/1,000/უზბეკური სუმი",UAH/10/უკრაინული გრივნა,KZT/100/ყაზახური ტენგე,KGS/100/ყირგიზული სომი,ZAR/10/სამხრეთ აფრიკული რანდი,BRL/1/ბრაზილიური რიალი,QAR/10/კატარული რიალი,"KRW/1,000/სამხრეთ კორეული ვონი",CYP/1/კვიპროსული გირვანქა სტერლინგი,ATS/10/ავსტრიული შილინგი,BEF/100/ბელგიური ფრანკი,DEM/1/გერმანული მარკა,NLG/10/ჰოლანდიური გულდენი,"ITL/1,000/იტალიური ლირა",FIM/10/ფინური მარკა,FRF/10/ფრანგული ფრანკი,ESP/100/ესპანური პესეტა,GRD/100/ბერძნული დრაჰმა,IEP/1/ირლანდიური ფუნტი,LUF/100/ლუქსემბურგული ფრანკი,"PTE/1,000/პორტუგალიური ესკუდო"
Mon Jan 01 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9455,,,,,,,,,1.2065,,1.9750,,,,,,,,,,,,,,,,6.9300,,,,,,,,,,,3.5790,,,3.6345,,,,,,,,,,0.9280,,0.9374,,,,,,,
Tue Jan 02 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9455,,,,,,,,,1.2065,,1.9750,,,,,,,,,,,,,,,,6.9300,,,,,,,,,,,3.5790,,,3.6345,,,,,,,,,,0.9280,,0.9374,,,,,,,
Wed Jan 03 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9455,,,,,,,,,1.2065,,1.9750,,,,,,,,,,,,,,,,6.9300,,,,,,,,,,,3.5790,,,3.6345,,,,,,,,,,0.9280,,0.9374,,,,,,,
Thu Jan 04 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9455,,,,,,,,,1.2065,,1.9750,,,,,,,,,,,,,,,,6.9300,,,,,,,,,,,3.5790,,,3.6345,,,,,,,,,,0.9280,,0.9374,,,,,,,
Fri Jan 05 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9641,,,,,,,,,1.2225,,1.9900,,,,,,,,,,,,,,,,6.9700,,,,,,,,,,,3.6060,,,3.6617,,,,,,,,,,0.9746,,0.9844,,,,,,,
Sat Jan 06 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9773,,,,,,,,,1.2220,,1.9800,,,,,,,,,,,,,,,,6.9700,,,,,,,,,,,3.5760,,,3.6437,,,,,,,,,,0.9715,,0.9813,,,,,,,
Sun Jan 07 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9773,,,,,,,,,1.2220,,1.9800,,,,,,,,,,,,,,,,6.9700,,,,,,,,,,,3.5760,,,3.6437,,,,,,,,,,0.9715,,0.9813,,,,,,,
Mon Jan 08 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9773,,,,,,,,,1.2220,,1.9800,,,,,,,,,,,,,,,,6.9700,,,,,,,,,,,3.5760,,,3.6437,,,,,,,,,,0.9715,,0.9813,,,,,,,
Tue Jan 09 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0074,,,,,,,,,1.2504,,2.0000,,,,,,,,,,,,,,,,7.0400,,,,,,,,,,,3.6120,,,3.6806,,,,,,,,,,0.9868,,0.9968,,,,,,,
Wed Jan 10 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0361,,,,,,,,,1.2609,,2.0300,,,,,,,,,,,,,,,,7.1400,,,,,,,,,,,3.6660,,,3.7358,,,,,,,,,,0.9808,,0.9907,,,,,,,
Thu Jan 11 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0198,,,,,,,,,1.2583,,2.0300,,,,,,,,,,,,,,,,6.9000,,,,,,,,,,,3.6660,,,3.7355,,,,,,,,,,0.9868,,0.9968,,,,,,,
Fri Jan 12 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0268,,,,,,,,,1.2531,,2.0351,,,,,,,,,,,,,,,,7.1600,,,,,,,,,,,3.6750,,,3.7452,,,,,,,,,,0.9781,,0.9880,,,,,,,
Sat Jan 13 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0607,,,,,,,,,1.2693,,2.0421,,,,,,,,,,,,,,,,7.2100,,,,,,,,,,,3.6880,,,3.7584,,,,,,,,,,0.9970,,1.0071,,,,,,,
Sun Jan 14 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0607,,,,,,,,,1.2693,,2.0421,,,,,,,,,,,,,,,,7.2100,,,,,,,,,,,3.6880,,,3.7584,,,,,,,,,,0.9970,,1.0071,,,,,,,
Mon Jan 15 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0607,,,,,,,,,1.2693,,2.0421,,,,,,,,,,,,,,,,7.2100,,,,,,,,,,,3.6880,,,3.7584,,,,,,,,,,0.9970,,1.0071,,,,,,,
Tue Jan 16 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0100,,,,,,,,,1.2535,,2.0400,,,,,,,,,,,,,,,,7.2000,,,,,,,,,,,3.6840,,,3.7550,,,,,,,,,,0.9854,,0.9953,,,,,,,
Wed Jan 17 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9985,,,,,,,,,1.2377,,2.0300,,,,,,,,,,,,,,,,7.1700,,,,,,,,,,,3.6660,,,3.7364,,,,,,,,,,0.9754,,0.9853,,,,,,,
Thu Jan 18 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9732,,,,,,,,,1.2384,,2.0200,,,,,,,,,,,,,,,,7.1200,,,,,,,,,,,3.6310,,,3.6531,,,,,,,,,,0.9715,,0.9813,,,,,,,
Fri Jan 19 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9645,,,,,,,,,1.2241,,2.0100,,,,,,,,,,,,,,,,7.0800,,,,,,,,,,,3.6210,,,3.6996,,,,,,,,,,0.9623,,0.9721,,,,,,,
Sat Jan 20 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9645,,,,,,,,,1.2241,,2.0100,,,,,,,,,,,,,,,,7.0800,,,,,,,,,,,3.6210,,,3.6996,,,,,,,,,,0.9623,,0.9721,,,,,,,
Sun Jan 21 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9645,,,,,,,,,1.2241,,2.0100,,,,,,,,,,,,,,,,7.0800,,,,,,,,,,,3.6210,,,3.6996,,,,,,,,,,0.9623,,0.9721,,,,,,,
Mon Jan 22 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9645,,,,,,,,,1.2241,,2.0100,,,,,,,,,,,,,,,,7.0800,,,,,,,,,,,3.6210,,,3.6996,,,,,,,,,,0.9623,,0.9721,,,,,,,
Tue Jan 23 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9312,,,,,,,,,1.2250,,2.0000,,,,,,,,,,,,,,,,7.0500,,,,,,,,,,,3.6160,,,3.6667,,,,,,,,,,0.9571,,0.9668,,,,,,,
Wed Jan 24 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9656,,,,,,,,,1.2409,,2.0200,,,,,,,,,,,,,,,,7.1100,,,,,,,,,,,3.6520,,,3.7186,,,,,,,,,,0.9561,,0.9658,,,,,,,
Thu Jan 25 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9639,,,,,,,,,1.2348,,2.0200,,,,,,,,,,,,,,,,7.1100,,,,,,,,,,,3.6470,,,3.7190,,,,,,,,,,0.9664,,0.9762,,,,,,,
Fri Jan 26 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9644,,,,,,,,,1.2347,,2.0200,,,,,,,,,,,,,,,,7.1100,,,,,,,,,,,3.6470,,,3.7190,,,,,,,,,,0.9663,,0.9761,,,,,,,
Sat Jan 27 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9409,,,,,,,,,1.2205,,2.0150,,,,,,,,,,,,,,,,7.1000,,,,,,,,,,,3.6470,,,3.7088,,,,,,,,,,0.9510,,0.9606,,,,,,,
Sun Jan 28 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9409,,,,,,,,,1.2205,,2.0150,,,,,,,,,,,,,,,,7.1000,,,,,,,,,,,3.6470,,,3.7088,,,,,,,,,,0.9510,,0.9606,,,,,,,
Mon Jan 29 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9409,,,,,,,,,1.2205,,2.0150,,,,,,,,,,,,,,,,7.1000,,,,,,,,,,,3.6470,,,3.7088,,,,,,,,,,0.9510,,0.9606,,,,,,,
Tue Jan 30 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9516,,,,,,,,,1.2214,,2.0200,,,,,,,,,,,,,,,,7.1200,,,,,,,,,,,3.6350,,,3.7190,,,,,,,,,,0.9642,,0.9740,,,,,,,
Wed Jan 31 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9522,,,,,,,,,1.2219,,2.0250,,,,,,,,,,,,,,,,7.1400,,,,,,,,,,,3.6440,,,3.7296,,,,,,,,,,0.9715,,0.9813,,,,,,,
Thu Feb 01 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9377,,,,,,,,,1.2159,,2.0150,,,,,,,,,,,,,,,,7.1000,,,,,,,,,,,3.6260,,,3.7111,,,,,,,,,,0.9444,,0.9540,,,,,,,
Fri Feb 02 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9739,,,,,,,,,1.2426,,2.0250,,,,,,,,,,,,,,,,7.1100,,,,,,,,,,,3.6530,,,3.7300,,,,,,,,,,0.9738,,0.9836,,,,,,,
Sat Feb 03 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0139,,,,,,,,,1.2515,,2.0400,,,,,,,,,,,,,,,,7.1700,,,,,,,,,,,3.6840,,,3.7431,,,,,,,,,,0.9797,,0.9896,,,,,,,
Sun Feb 04 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0139,,,,,,,,,1.2515,,2.0400,,,,,,,,,,,,,,,,7.1700,,,,,,,,,,,3.6840,,,3.7431,,,,,,,,,,0.9797,,0.9896,,,,,,,
Mon Feb 05 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0139,,,,,,,,,1.2515,,2.0400,,,,,,,,,,,,,,,,7.1700,,,,,,,,,,,3.6840,,,3.7431,,,,,,,,,,0.9797,,0.9896,,,,,,,
Tue Feb 06 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0000,,,,,,,,,1.2444,,2.0400,,,,,,,,,,,,,,,,7.1700,,,,,,,,,,,3.6840,,,3.7566,,,,,,,,,,0.9798,,0.9897,,,,,,,
Wed Feb 07 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9847,,,,,,,,,1.2366,,2.0300,,,,,,,,,,,,,,,,7.1400,,,,,,,,,,,3.6680,,,3.7248,,,,,,,,,,0.9712,,0.9810,,,,,,,
Thu Feb 08 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9603,,,,,,,,,1.2253,,2.0300,,,,,,,,,,,,,,,,7.1300,,,,,,,,,,,3.6680,,,3.7132,,,,,,,,,,0.9851,,0.9950,,,,,,,
Fri Feb 09 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9720,,,,,,,,,1.2368,,2.0650,,,,,,,,,,,,,,,,7.1800,,,,,,,,,,,3.7030,,,3.7660,,,,,,,,,,0.9810,,0.9909,,,,,,,
Sat Feb 10 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9823,,,,,,,,,1.2381,,2.0650,,,,,,,,,,,,,,,,7.2300,,,,,,,,,,,3.7400,,,3.8031,,,,,,,,,,0.9703,,0.9801,,,,,,,
Sun Feb 11 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9823,,,,,,,,,1.2381,,2.0650,,,,,,,,,,,,,,,,7.2300,,,,,,,,,,,3.7400,,,3.8031,,,,,,,,,,0.9703,,0.9801,,,,,,,
Mon Feb 12 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9823,,,,,,,,,1.2381,,2.0650,,,,,,,,,,,,,,,,7.2300,,,,,,,,,,,3.7400,,,3.8031,,,,,,,,,,0.9703,,0.9801,,,,,,,
Tue Feb 13 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9292,,,,,,,,,1.2498,,2.0650,,,,,,,,,,,,,,,,7.2000,,,,,,,,,,,3.7380,,,3.8598,,,,,,,,,,0.9799,,0.9898,,,,,,,
Wed Feb 14 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9984,,,,,,,,,1.2480,,2.0650,,,,,,,,,,,,,,,,7.2000,,,,,,,,,,,3.7370,,,3.7960,,,,,,,,,,0.9821,,0.9920,,,,,,,
Thu Feb 15 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9982,,,,,,,,,1.2359,,2.0640,,,,,,,,,,,,,,,,7.2000,,,,,,,,,,,3.7360,,,3.8016,,,,,,,,,,0.9705,,0.9803,,,,,,,
Fri Feb 16 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0108,,,,,,,,,1.2377,,2.0650,,,,,,,,,,,,,,,,7.2000,,,,,,,,,,,3.7370,,,3.7946,,,,,,,,,,0.9704,,0.9802,,,,,,,
Sat Feb 17 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0166,,,,,,,,,1.2257,,2.0700,,,,,,,,,,,,,,,,7.2200,,,,,,,,,,,3.7500,,,3.8126,,,,,,,,,,0.9661,,0.9758,,,,,,,
Sun Feb 18 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0166,,,,,,,,,1.2257,,2.0700,,,,,,,,,,,,,,,,7.2200,,,,,,,,,,,3.7500,,,3.8126,,,,,,,,,,0.9661,,0.9758,,,,,,,
Mon Feb 19 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0166,,,,,,,,,1.2257,,2.0700,,,,,,,,,,,,,,,,7.2200,,,,,,,,,,,3.7500,,,3.8126,,,,,,,,,,0.9661,,0.9758,,,,,,,
Tue Feb 20 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0046,,,,,,,,,1.2371,,2.0750,,,,,,,,,,,,,,,,7.2400,,,,,,,,,,,3.7590,,,3.8222,,,,,,,,,,0.9698,,0.9796,,,,,,,
Wed Feb 21 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0138,,,,,,,,,1.2505,,2.0825,,,,,,,,,,,,,,,,7.2600,,,,,,,,,,,3.7720,,,3.8366,,,,,,,,,,0.9828,,0.9927,,,,,,,
Thu Feb 22 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.1299,,,,,,,,,1.3530,,2.1650,,,,,,,,,,,,,,,,7.4900,,,,,,,,,,,3.9220,,,3.9878,,,,,,,,,,1.0034,,1.0136,,,,,,,
Fri Feb 23 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0884,,,,,,,,,1.2667,,2.1400,,,,,,,,,,,,,,,,7.4600,,,,,,,,,,,3.8790,,,3.9424,,,,,,,,,,0.9765,,0.9864,,,,,,,
Sat Feb 24 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0085,,,,,,,,,1.2283,,2.0800,,,,,,,,,,,,,,,,7.2500,,,,,,,,,,,3.7710,,,3.8312,,,,,,,,,,0.9618,,0.9715,,,,,,,
Sun Feb 25 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0085,,,,,,,,,1.2283,,2.0800,,,,,,,,,,,,,,,,7.2500,,,,,,,,,,,3.7710,,,3.8312,,,,,,,,,,0.9618,,0.9715,,,,,,,
Mon Feb 26 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0085,,,,,,,,,1.2283,,2.0800,,,,,,,,,,,,,,,,7.2500,,,,,,,,,,,3.7710,,,3.8312,,,,,,,,,,0.9618,,0.9715,,,,,,,
Tue Feb 27 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9919,,,,,,,,,1.2295,,2.0550,,,,,,,,,,,,,,,,7.1400,,,,,,,,,,,3.7250,,,3.7856,,,,,,,,,,0.9642,,0.9740,,,,,,,
Wed Feb 28 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9434,,,,,,,,,1.2080,,2.0351,,,,,,,,,,,,,,,,7.0800,,,,,,,,,,,3.7000,,,3.7652,,,,,,,,,,0.9492,,0.9588,,,,,,,
Thu Mar 01 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9038,,,,,,,,,1.2030,,2.0150,,,,,,,,,,,,,,,,7.0100,,,,,,,,,,,3.6640,,,3.7246,,,,,,,,,,0.9459,,0.9554,,,,,,,
Fri Mar 02 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9490,,,,,,,,,1.2223,,2.0400,,,,,,,,,,,,,,,,7.1200,,,,,,,,,,,3.7370,,,3.7584,,,,,,,,,,0.9970,,1.0071,,,,,,,
Sat Mar 03 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9989,,,,,,,,,1.2479,,2.0600,,,,,,,,,,,,,,,,7.1800,,,,,,,,,,,3.7730,,,3.7949,,,,,,,,,,0.9792,,0.9891,,,,,,,
Sun Mar 04 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9989,,,,,,,,,1.2479,,2.0600,,,,,,,,,,,,,,,,7.1800,,,,,,,,,,,3.7730,,,3.7949,,,,,,,,,,0.9792,,0.9891,,,,,,,
Mon Mar 05 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9989,,,,,,,,,1.2479,,2.0600,,,,,,,,,,,,,,,,7.1800,,,,,,,,,,,3.7730,,,3.7949,,,,,,,,,,0.9792,,0.9891,,,,,,,
Tue Mar 06 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0469,,,,,,,,,1.2580,,2.0750,,,,,,,,,,,,,,,,7.2400,,,,,,,,,,,3.8300,,,3.8284,,,,,,,,,,0.9886,,0.9986,,,,,,,
Wed Mar 07 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0378,,,,,,,,,1.2547,,2.0750,,,,,,,,,,,,,,,,7.2400,,,,,,,,,,,3.8300,,,3.8355,,,,,,,,,,0.9667,,0.9765,,,,,,,
Thu Mar 08 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0529,,,,,,,,,1.2609,,2.0750,,,,,,,,,,,,,,,,7.2400,,,,,,,,,,,3.8280,,,3.8281,,,,,,,,,,0.9927,,1.0027,,,,,,,
Fri Mar 09 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0527,,,,,,,,,1.2628,,2.0900,,,,,,,,,,,,,,,,7.2900,,,,,,,,,,,3.8560,,,3.8554,,,,,,,,,,0.9934,,1.0034,,,,,,,
Sat Mar 10 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0738,,,,,,,,,1.2665,,2.0900,,,,,,,,,,,,,,,,7.2900,,,,,,,,,,,3.8560,,,3.8554,,,,,,,,,,0.9967,,1.0068,,,,,,,
Sun Mar 11 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0738,,,,,,,,,1.2665,,2.0900,,,,,,,,,,,,,,,,7.2900,,,,,,,,,,,3.8560,,,3.8554,,,,,,,,,,0.9967,,1.0068,,,,,,,
Mon Mar 12 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0738,,,,,,,,,1.2665,,2.0900,,,,,,,,,,,,,,,,7.2900,,,,,,,,,,,3.8560,,,3.8554,,,,,,,,,,0.9967,,1.0068,,,,,,,
Tue Mar 13 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0644,,,,,,,,,1.2656,,2.0900,,,,,,,,,,,,,,,,7.2900,,,,,,,,,,,3.8560,,,3.8547,,,,,,,,,,0.9964,,1.0064,,,,,,,
Wed Mar 14 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0570,,,,,,,,,1.2599,,2.0900,,,,,,,,,,,,,,,,7.2900,,,,,,,,,,,3.8280,,,3.8561,,,,,,,,,,0.9903,,1.0003,,,,,,,
Thu Mar 15 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0129,,,,,,,,,1.2357,,2.0800,,,,,,,,,,,,,,,,7.2500,,,,,,,,,,,3.7870,,,3.8377,,,,,,,,,,0.9722,,0.9821,,,,,,,
Fri Mar 16 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.0036,,,,,,,,,1.2294,,2.0799,,,,,,,,,,,,,,,,7.2500,,,,,,,,,,,3.7860,,,3.8392,,,,,,,,,,0.9665,,0.9762,,,,,,,
Sat Mar 17 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9592,,,,,,,,,1.2036,,2.0799,,,,,,,,,,,,,,,,7.1800,,,,,,,,,,,3.7430,,,3.8010,,,,,,,,,,0.9451,,0.9546,,,,,,,
Sun Mar 18 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9592,,,,,,,,,1.2036,,2.0600,,,,,,,,,,,,,,,,7.1800,,,,,,,,,,,3.7430,,,3.8010,,,,,,,,,,0.9451,,0.9546,,,,,,,
Mon Mar 19 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9592,,,,,,,,,1.2036,,2.0600,,,,,,,,,,,,,,,,7.1800,,,,,,,,,,,3.7430,,,3.8010,,,,,,,,,,0.9451,,0.9546,,,,,,,
Tue Mar 20 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,3.1462,,,,,,,,,1.2023,,2.0600,,,,,,,,,,,,,,,,7.1900,,,,,,,,,,,3.7530,,,3.8014,,,,,,,,,,0.9424,,0.9519,,,,,,,
Wed Mar 21 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9455,,,,,,,,,1.2129,,2.0600,,,,,,,,,,,,,,,,6.5000,,,,,,,,,,,3.7620,,,3.8107,,,,,,,,,,0.9503,,0.9599,,,,,,,
Thu Mar 22 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9655,,,,,,,,,1.2216,,2.0650,,,,,,,,,,,,,,,,7.2000,,,,,,,,,,,3.7670,,,3.8108,,,,,,,,,,0.9594,,0.9691,,,,,,,
Fri Mar 23 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9500,,,,,,,,,1.2065,,2.0650,,,,,,,,,,,,,,,,7.1200,,,,,,,,,,,3.7210,,,3.7647,,,,,,,,,,0.9479,,0.9575,,,,,,,
Sat Mar 24 2001 00:00:00 GMT+0400 (Georgia Standard Time),,,,2.9259,,,,,,,,,1.1549,,2.0400,,,,,,,,,,,,,,,,7.1500,,,,,,,,,,,3.7490,,,3.7913,,,,,,,,,,0.9357,,0.9451,,,,,,,
Sun Mar 25 2001 01:00:00 GMT+0500 (Georgia Summer Time),,,,2.9259,,,,,,,,,1.1549,,2.0530,,,,,,,,,,,,,,,,7.1500,,,,,,,,,,,3.7490,,,3.7913,,,,,,,,,,0.9357,,0.9451,,,,,,,
Mon Mar 26 2001 00:00:00 GMT+0500 (Georgia Summer Time),,,,2.9259,,,,,,,,,1.1549,,2.0530,,,,,,,,,,,,,,,,7.1500,,,,,,,,,,,3.7490,,,3.7913,,,,,,,,,,0.9357,,0.9451,,,,,,,
Tue Mar 27 2001 00:00:00 GMT+0500 (Georgia Summer Time),,,,2.9249,,,,,,,,,1.1920,,2.0530,,,,,,,,,,,,,,,,7.1300,,,,,,,,,,,3.7520,,,3.7830,,,,,,,,,,0.9332,,0.9426,,,,,,,
Wed Mar 28 2001 00:00:00 GMT+0500 (Georgia Summer Time),,,,2.9379,,,,,,,,,1.1950,,2.0500,,,,,,,,,,,,,,,,7.1300,,,,,,,,,,,3.7560,,,3.7837,,,,,,,,,,0.9371,,0.9466,,,,,,,
Thu Mar 29 2001 00:00:00 GMT+0500 (Georgia Summer Time),,,,2.9403,,,,,,,,,1.1959,,2.0500,,,,,,,,,,,,,,,,7.1200,,,,,,,,,,,3.7580,,,3.7834,,,,,,,,,,0.9373,,0.9467,,,,,,,
Fri Mar 30 2001 00:00:00 GMT+0500 (Georgia Summer Time),,,,2.9586,,,,,,,,,1.1938,,2.0500,,,,,,,,,,,,,,,,7.1600,,,,,,,,,,,3.7780,,,3.8020,,,,,,,,,,0.9339,,0.9434,,,,,,,
Sat Mar 31 2001 00:00:00 GMT+0500 (Georgia Summer Time),,,,2.9409,,,,,,,,,1.1894,,2.0600,,,,,,,,,,,,,,,,7.1600,,,,,,,,,,,3.7780,,,3.8007,,,,,,,,,,0.9262,,0.9356,,,,,,,
Sun Apr 01 2001 00:00:00 GMT+0500 (Georgia Summer Time),,,,2.9409,,,,,,,,,1.1894,,2.0600,,,,,,,,,,,,,,,,7.1600,,,,,,,,,,,3.7780,,,3.8007,,,,,,,,,,0.9262,,0.9356,,,,,,,
Mon Apr 02 2001 00:00:00 GMT+0500 (Georgia Summer Time),,,,2.9409,,,,,,,,,1.1894,,2.0600,,,,,,,,,,,,,,,,7.1600,,,,,,,,,,,3.7780,,,3.8007,,,,,,,,,,0.9262,,0.9356,,,,,,,
Tue Apr 03 2001 00:00:00 GMT+0500 (Georgia Summer Time),,,,2.9317,,,,,,,,,1.1879,,2.0700,,,,,,,,,,,,,,,,7.1800,,,,,,,,,,,3.7960,,,3.8188,,,,,,,,,,0.9261,,0.9354,,,,,,,
Wed Apr 04 2001 00:00:00 GMT+0500 (Georgia Summer Time),,,,2.9404,,,,,,,,,1.1957,,2.0700,,,,,,,,,,,,,,,,7.1700,,,,,,,,,,,3.7960,,,3.8195,,,,,,,,,,0.9476,,0.9571,,,,,,,
Thu Apr 05 2001 00:00:00 GMT+0500 (Georgia Summer Time),,,,2.9491,,,,,,,,,1.2068,,2.0600,,,,,,,,,,,,,,,,7.1300,,,,,,,,,,,3.7780,,,3.8007,,,,,,,,,,0.9425,,0.9520,,,,,,,
Fri Apr 06 2001 00:00:00 GMT+0500 (Georgia Summer Time),,,,2.8827,,,,,,,,,1.2134,,2.0500,,,,,,,,,,,,,,,,7.1000,,,,,,,,,,,3.7590,,,3.7830,,,,,,,,,,0.9593,,0.9690,,,,,,,
