date,BGN/1/ბულგარული ლევი,DKK/10/დანიური კრონი,EUR/1/ევრო,GBP/1/დიდი ბრიტანეთის გირვანქა სტერლინგი,ISK/100/ისლანდიური კრონი,RSD/100/სერბიული დინარი,NOK/10/ნორვეგიული კრონი,PLN/10/პოლონური ზლოტი,"ROL/10,000/რუმინული ლეი",RON/10/რუმინული ლეი,HUF/100/უნგრული ფორინტი,SEK/10/შვედური კრონი,CHF/1/შვეიცარიული ფრანკი ,CZK/10/ჩეხური კრონა,USD/1/აშშ დოლარი,CAD/1/კანადური დოლარი,AUD/1/ავსტრალიური დოლარი,EGP/10/ეგვიპტური გირვანქა,"TRL/1,000,000/თურქული ლირა",TRY/1/თურქული ლირა,JPY/100/იაპონური იენი,AED/10/არაბეთის გაერთიანებული საამიროების დირჰამი,"IRR/10,000/ირანული რიალი",ILS/10/ისრაელის შეკელი,SGD/1/სინგაპურული დოლარი,KWD/1/ქუვეითური დინარი,CNY/10/ჩინური იუანი,HKD/10/ჰონკონგური დოლარი,INR/100/ინდური რუპია,NZD/1/ახალზელანდიური დოლარი,RUB/100/რუსული რუბლი,"AZM/1,000/აზერბაიჯანული მანათი",AZN/1/აზერბაიჯანული მანათი,"BYR/10,000/ბელარუსული რუბლი",BYN/1/ბელარუსული რუბლი,EEK/10/ესტონური კრონა,"TMM/1,000/თურქმენული მანათი",TMT/10/თურქმენული მანათი,LVL/1/ლატვიური ლატი,LTL/10/ლიტვური ლიტი,MDL/10/მოლდოვური ლეი,"AMD/1,000/სომხური დრამი",TJS/10/ტაჯიკური სომონი,"UZS/1,000/უზბეკური სუმი",UAH/10/უკრაინული გრივნა,KZT/100/ყაზახური ტენგე,KGS/100/ყირგიზული სომი,ZAR/10/სამხრეთ აფრიკული რანდი,BRL/1/ბრაზილიური რიალი,QAR/10/კატარული რიალი,"KRW/1,000/სამხრეთ კორეული ვონი",CYP/1/კვიპროსული გირვანქა სტერლინგი,ATS/10/ავსტრიული შილინგი,BEF/100/ბელგიური ფრანკი,DEM/1/გერმანული მარკა,NLG/10/ჰოლანდიური გულდენი,"ITL/1,000/იტალიური ლირა",FIM/10/ფინური მარკა,FRF/10/ფრანგული ფრანკი,ESP/100/ესპანური პესეტა,GRD/100/ბერძნული დრაჰმა,IEP/1/ირლანდიური ფუნტი,LUF/100/ლუქსემბურგული ფრანკი,"PTE/1,000/პორტუგალიური ესკუდო"
Sat Jun 18 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1281,2.9650,2.2061,3.3180,2.7870,2.6658,2.8060,5.4440,0.6109,,0.8911,2.3840,1.4318,0.7380,1.8174,1.4687,1.4058,3.1390,,1.3403,1.6690,4.9490,2.0230,4.0460,1.0876,6.2238,2.1960,2.3380,,,6.3600,0.3841,,8.4530,,1.4103,0.3495,,3.1227,6.3583,1.4528,4.0070,5.8630,1.6585,3.6117,1.3560,4.4390,,,,,,,,,,,,,,,,,
Sun Jun 19 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1281,2.9650,2.2061,3.3180,2.7870,2.6658,2.8060,5.4440,0.6109,,0.8911,2.3840,1.4318,0.7380,1.8174,1.4687,1.4058,3.1390,,1.3403,1.6690,4.9490,2.0230,4.0460,1.0876,6.2238,2.1960,2.3380,,,6.3600,0.3841,,8.4530,,1.4103,0.3495,,3.1227,6.3583,1.4528,4.0070,5.8630,1.6585,3.6117,1.3560,4.4390,,,,,,,,,,,,,,,,,
Mon Jun 20 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1281,2.9650,2.2061,3.3180,2.7870,2.6658,2.8060,5.4440,0.6109,,0.8911,2.3840,1.4318,0.7380,1.8174,1.4687,1.4058,3.1390,,1.3403,1.6690,4.9490,2.0230,4.0460,1.0876,6.2238,2.1960,2.3380,,,6.3600,0.3841,,8.4530,,1.4103,0.3495,,3.1227,6.3583,1.4528,4.0070,5.8630,1.6585,3.6117,1.3560,4.4390,,,,,,,,,,,,,,,,,
Tue Jun 21 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1314,2.9730,2.2125,3.3080,2.7900,2.7031,2.8150,5.4180,0.6126,,0.8927,2.3990,1.4330,0.7380,1.8126,1.4721,1.4089,3.1330,,1.3352,1.6670,4.9360,2.0190,4.0340,1.0853,6.2073,2.1900,2.3320,,,6.3700,0.3835,,8.4350,,1.4143,0.3486,,3.1198,6.3609,1.4559,4.0190,5.8470,1.6541,3.5993,1.3470,4.4370,,,,,,,,,,,,,,,,,
Wed Jun 22 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1232,2.9500,2.1962,3.2997,2.7560,2.6863,2.8020,5.4200,0.6080,,0.8868,2.3710,1.4249,0.7340,1.8150,1.4628,1.4028,3.1350,,1.3287,1.6590,4.9420,2.0210,3.9890,1.0827,6.2179,2.1930,2.3350,,,6.3600,0.3843,,8.4460,,1.4043,0.3490,,3.1565,6.4296,1.4567,4.0470,5.8420,1.6563,3.6170,1.3390,4.4430,,,,,,,,,,,,,,,,,
Thu Jun 23 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1302,2.9680,2.2100,3.3212,2.7710,2.6527,2.8090,5.4590,0.6121,,0.8928,2.3860,1.4359,0.7400,1.8125,1.4703,1.4105,3.1290,,1.3406,1.6720,4.9350,2.0180,4.0220,1.0860,6.2070,2.1900,2.3330,,,6.3500,0.3836,,8.4340,,1.4130,0.3486,,3.1304,6.3735,1.4541,4.0630,5.8340,1.7897,3.6091,1.3330,4.4370,,,,,,,,,,,,,,,,,
Fri Jun 24 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1211,2.9440,2.1925,3.3015,2.7550,2.6645,2.7710,5.4750,0.6076,,0.8869,2.3420,1.4230,0.7370,1.8126,1.4663,1.4031,3.1320,,1.3392,1.6680,4.9350,2.0180,4.0190,1.0858,6.2067,2.1900,2.3330,,,6.3300,0.3839,,8.4270,,1.4016,0.3486,,3.1360,6.3995,1.4512,4.0790,5.8340,1.6289,3.6036,1.3350,4.4140,,,,,,,,,,,,,,,,,
Sat Jun 25 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1206,2.9430,2.1909,3.3010,2.7450,2.6542,2.7550,5.4400,0.6114,,0.8875,2.3310,1.4231,0.7340,1.8150,1.4739,1.4044,3.1370,,1.3434,1.6610,4.9420,2.0210,4.0050,1.0837,6.2179,2.1930,2.3350,,,6.3300,0.3845,,8.4420,,1.4012,0.3490,,3.1401,6.4080,1.4520,4.0900,5.8420,1.6311,3.6155,1.3420,4.4320,,,,,,,,,,,,,,,,,
Sun Jun 26 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1206,2.9430,2.1909,3.3010,2.7450,2.6542,2.7550,5.4400,0.6114,,0.8875,2.3310,1.4231,0.7340,1.8150,1.4739,1.4044,3.1370,,1.3434,1.6610,4.9420,2.0210,4.0050,1.0837,6.2179,2.1930,2.3350,,,6.3300,0.3845,,8.4420,,1.4012,0.3490,,3.1401,6.4080,1.4520,4.0900,5.8420,1.6311,3.6155,1.3420,4.4320,,,,,,,,,,,,,,,,,
Mon Jun 27 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1206,2.9430,2.1909,3.3010,2.7450,2.6542,2.7550,5.4400,0.6114,,0.8875,2.3310,1.4231,0.7340,1.8150,1.4739,1.4044,3.1370,,1.3434,1.6610,4.9420,2.0210,4.0050,1.0837,6.2179,2.1930,2.3350,,,6.3300,0.3845,,8.4420,,1.4012,0.3490,,3.1401,6.4080,1.4520,4.0900,5.8420,1.6311,3.6155,1.3420,4.4320,,,,,,,,,,,,,,,,,
Tue Jun 28 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1280,2.9610,2.2055,3.3161,2.8040,2.6457,2.7790,5.4830,0.6118,,0.8946,2.3470,1.4309,0.7380,1.8150,1.4718,1.3939,3.1390,,1.3434,1.6610,4.9420,2.0200,3.9970,1.0843,6.2149,2.1930,2.3360,,,6.3500,0.3848,,8.4420,,1.4101,0.3490,,3.1401,6.3686,1.4520,4.0940,5.8420,1.6311,3.6155,1.3430,4.4310,,,,,,,,,,,,,,,,,
Wed Jun 29 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1238,2.9500,2.1970,3.3026,2.7790,2.6641,2.7590,5.4160,0.6098,,0.8864,2.3340,1.4229,0.7330,1.8125,1.4690,1.3918,3.1360,,1.3476,1.6510,4.9350,2.0180,3.9790,1.0797,6.2063,2.1900,2.3330,,,6.3400,0.3845,,8.4260,,1.4046,0.3486,,3.1304,6.3854,1.4471,4.0890,5.8170,1.6256,3.6106,1.3410,4.4320,,,,,,,,,,,,,,,,,
Thu Jun 30 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1158,2.9300,2.1818,3.2872,2.7700,2.6501,2.7570,5.3860,0.6061,,0.8822,2.3140,1.4124,0.7280,1.8125,1.4698,1.3820,3.1360,,1.3486,1.6430,4.9350,2.0210,3.9630,1.0762,6.2046,2.1900,2.3330,,,6.3200,0.3848,,8.4260,,1.3948,0.3486,,3.1358,6.3668,1.4500,4.0930,5.8170,1.6256,3.6088,1.3410,4.4320,,,,,,,,,,,,,,,,,
Fri Jul 01 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1192,2.9380,2.1888,3.2688,2.7750,2.6401,2.7660,5.4150,,6.0800,0.8848,2.3210,1.4136,0.7290,1.8125,1.4737,1.3808,3.1360,,1.3526,1.6420,4.9350,2.0210,3.9770,1.0766,6.2066,2.1900,2.3320,,,6.3300,0.3851,,8.4220,,1.3991,0.3486,,3.1089,6.3200,1.4500,4.0980,5.8170,1.6256,3.6106,1.3430,4.4320,,,,,,,,,,,,,,,,,
Sat Jul 02 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1194,2.9370,2.1879,3.2256,2.7870,2.6495,2.7760,5.4350,,6.0990,0.8877,2.3150,1.4101,0.7300,1.8155,1.4770,1.3774,3.1420,,1.3609,1.6350,4.9440,2.0220,3.9700,1.0756,6.2173,2.1940,2.3360,,,6.3300,0.3857,,8.4360,,1.3997,0.3491,,3.1194,6.3304,1.4524,4.1140,5.8260,1.6283,3.6223,1.3420,4.4390,,,,,,,,,,,,,,,,,
Sun Jul 03 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1194,2.9370,2.1879,3.2256,2.7870,2.6495,2.7760,5.4350,,6.0990,0.8877,2.3150,1.4101,0.7300,1.8155,1.4770,1.3774,3.1420,,1.3609,1.6350,4.9440,2.0220,3.9700,1.0756,6.2173,2.1940,2.3360,,,6.3300,0.3857,,8.4360,,1.3997,0.3491,,3.1194,6.3304,1.4524,4.1140,5.8260,1.6283,3.6223,1.3420,4.4390,,,,,,,,,,,,,,,,,
Mon Jul 04 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1194,2.9370,2.1879,3.2256,2.7870,2.6495,2.7760,5.4350,,6.0990,0.8877,2.3150,1.4101,0.7300,1.8155,1.4770,1.3774,3.1420,,1.3609,1.6350,4.9440,2.0220,3.9700,1.0756,6.2173,2.1940,2.3360,,,6.3300,0.3857,,8.4360,,1.3997,0.3491,,3.1194,6.3304,1.4524,4.1140,5.8260,1.6283,3.6223,1.3420,4.4390,,,,,,,,,,,,,,,,,
Tue Jul 05 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1091,2.9100,2.1689,3.2052,2.7750,2.6594,2.7540,5.4140,,6.1140,0.8790,2.2890,1.4006,0.7250,1.8200,1.4635,1.3657,3.1520,,1.3562,1.6310,4.9560,2.0240,3.9630,1.0746,6.2327,2.1990,2.3410,,,6.3200,0.3869,,8.4610,,1.3866,0.3500,,3.1218,6.3461,1.4560,4.1270,5.8120,1.6323,3.6248,1.3400,4.4440,,,,,,,,,,,,,,,,,
Wed Jul 06 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1087,2.9100,2.1673,3.1996,2.7680,2.6266,2.7460,5.4040,,6.1230,0.8778,2.2970,1.3969,0.7240,1.8225,1.4661,1.3558,3.1560,,1.3550,1.6290,4.9630,2.0270,3.9680,1.0733,6.2412,2.2020,2.3450,,,6.3200,0.3873,,8.4690,,1.3856,0.3505,,3.0942,6.3021,1.4592,4.1350,5.8200,1.6316,3.6341,1.3430,4.4500,,,,,,,,,,,,,,,,,
Thu Jul 07 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1101,2.9130,2.1705,3.1940,2.7680,2.6194,2.7380,5.3480,,6.1060,0.8786,2.3070,1.3973,0.7230,1.8175,1.4637,1.3513,3.1490,,1.3493,1.6280,4.9490,2.0210,3.9610,1.0726,6.2262,2.1960,2.3380,,,6.3100,0.3862,,8.4430,,1.3874,0.3495,,3.0805,6.2848,1.4552,4.1240,5.7930,1.6271,3.6162,1.3390,4.4370,,,,,,,,,,,,,,,,,
Fri Jul 08 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1062,2.9020,2.1626,3.1765,2.7580,2.6093,2.7360,5.2550,,6.0920,0.8726,2.2990,1.3925,0.7170,1.8134,1.4696,1.3470,3.1430,,1.3393,1.6180,4.9380,2.0160,3.9440,1.0681,6.2101,2.1910,2.3330,,,6.2900,0.3853,,8.4240,,1.3827,0.3487,,3.0736,6.2383,1.4519,4.1180,5.7770,1.6234,3.6145,1.3370,4.4270,,,,,,,,,,,,,,,,,
Sat Jul 09 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1085,2.9080,2.1675,3.1623,2.7600,2.6307,2.7500,5.3050,,6.1140,0.8761,2.3000,1.3966,0.7170,1.8200,1.4805,1.3432,3.1520,,1.3467,1.6210,4.9550,2.0240,3.9530,1.0685,6.2335,2.1990,2.3410,,,6.3100,0.3869,,8.4530,,1.3856,0.3500,,3.0900,6.2876,1.4595,4.1350,5.7980,1.6293,3.6327,1.3460,4.4440,,,,,,,,,,,,,,,,,
Sun Jul 10 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1085,2.9080,2.1675,3.1623,2.7600,2.6307,2.7500,5.3050,,6.1140,0.8761,2.3000,1.3966,0.7170,1.8200,1.4805,1.3432,3.1520,,1.3467,1.6210,4.9550,2.0240,3.9530,1.0685,6.2335,2.1990,2.3410,,,6.3100,0.3869,,8.4530,,1.3856,0.3500,,3.0900,6.2876,1.4595,4.1350,5.7980,1.6293,3.6327,1.3460,4.4440,,,,,,,,,,,,,,,,,
Mon Jul 11 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1085,2.9080,2.1675,3.1623,2.7600,2.6307,2.7500,5.3050,,6.1140,0.8761,2.3000,1.3966,0.7170,1.8200,1.4805,1.3432,3.1520,,1.3467,1.6210,4.9550,2.0240,3.9530,1.0685,6.2335,2.1990,2.3410,,,6.3100,0.3869,,8.4530,,1.3856,0.3500,,3.0900,6.2876,1.4595,4.1350,5.7980,1.6293,3.6327,1.3460,4.4440,,,,,,,,,,,,,,,,,
Tue Jul 12 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1212,2.9420,2.1924,3.1840,2.7860,2.6380,2.7760,5.3650,,6.1310,0.8875,2.3170,1.4104,0.7260,1.8250,1.5024,1.3580,3.1600,,1.3619,1.6320,4.9690,2.0290,3.9990,1.0757,6.2494,2.2050,2.3470,,,6.3600,0.3881,,8.4770,,1.4021,0.3510,,3.0985,6.2974,1.4635,4.1570,5.8140,1.6338,3.6369,1.3470,4.4560,,,,,,,,,,,,,,,,,
Wed Jul 13 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1347,2.9770,2.2189,3.2178,2.8140,2.6448,2.8110,5.4060,,6.1230,0.8990,2.3490,1.4266,0.7320,1.8225,1.5036,1.3714,3.1570,,1.3611,1.6410,4.9630,2.0270,4.0300,1.0797,6.2412,2.2020,2.3430,,,6.3700,0.3877,,8.4690,,1.4184,0.3505,,3.1154,6.3455,1.4639,4.1560,5.8060,1.6289,3.6377,1.3430,4.4500,,,,,,,,,,,,,,,,,
Thu Jul 14 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1342,2.9740,2.2180,3.2161,2.8120,2.6761,2.8140,5.3750,,6.1140,0.9000,2.3640,1.4242,0.7340,1.8200,1.5129,1.3688,3.1510,,1.3664,1.6340,4.9550,2.0240,4.0230,1.0778,6.2348,2.1990,2.3400,,,6.3700,0.3873,,8.4570,,1.4183,0.3500,,3.1488,6.4125,1.4618,4.1550,5.7960,1.6267,3.6327,1.3400,4.4440,,,,,,,,,,,,,,,,,
Fri Jul 15 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1256,2.9510,2.2005,3.2065,2.8000,2.6760,2.7810,5.2980,,6.1150,0.8926,2.3500,1.4130,0.7270,1.8201,1.5106,1.3711,3.1540,,1.3685,1.6260,4.9550,2.0240,4.0180,1.0770,6.2341,2.1990,2.3400,,,6.3500,0.3872,,8.4660,,1.4071,0.3500,,3.1599,6.4310,1.4608,4.1660,5.7940,1.6267,3.6315,1.3440,4.4440,,,,,,,,,,,,,,,,,
Sat Jul 16 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1293,2.9610,2.2083,3.2088,2.8130,2.6536,2.7780,5.3150,,6.1150,0.8950,2.3500,1.4160,0.7300,1.8201,1.5020,1.3696,3.1540,,1.3711,1.6290,4.9560,2.0260,4.0150,1.0799,6.2354,2.1990,2.3400,,,6.3600,0.3872,,8.4660,,1.4119,0.3500,,3.1220,6.3678,1.4596,4.1770,5.7960,1.6267,3.6322,1.3430,4.4440,,,,,,,,,,,,,,,,,
Sun Jul 17 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1293,2.9610,2.2083,3.2088,2.8130,2.6536,2.7780,5.3150,,6.1150,0.8950,2.3500,1.4160,0.7300,1.8201,1.5020,1.3696,3.1540,,1.3711,1.6290,4.9560,2.0260,4.0150,1.0799,6.2354,2.1990,2.3400,,,6.3600,0.3872,,8.4660,,1.4119,0.3500,,3.1220,6.3678,1.4596,4.1770,5.7960,1.6267,3.6322,1.3430,4.4440,,,,,,,,,,,,,,,,,
Mon Jul 18 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1293,2.9610,2.2083,3.2088,2.8130,2.6536,2.7780,5.3150,,6.1150,0.8950,2.3500,1.4160,0.7300,1.8201,1.5020,1.3696,3.1540,,1.3711,1.6290,4.9560,2.0260,4.0150,1.0799,6.2354,2.1990,2.3400,,,6.3600,0.3872,,8.4660,,1.4119,0.3500,,3.1220,6.3678,1.4596,4.1770,5.7960,1.6267,3.6322,1.3430,4.4440,,,,,,,,,,,,,,,,,
Tue Jul 19 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1238,2.9460,2.1976,3.1808,2.7900,2.6599,2.7630,5.3230,,6.1150,0.8926,2.3410,1.4091,0.7280,1.8201,1.4910,1.3631,3.1560,,1.3664,1.6230,4.9560,2.0250,3.9990,1.0786,6.2326,2.1990,2.3410,,,6.3500,0.3870,,8.4660,,1.4047,0.3500,,3.1327,6.3971,1.4584,4.1440,5.7960,1.6267,3.6329,1.3390,4.4440,,,,,,,,,,,,,,,,,
Wed Jul 20 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1120,2.9150,2.1737,3.1555,2.7750,2.6396,2.7120,5.2930,,6.0930,0.8837,2.3080,1.3910,0.7220,1.8135,1.4857,1.3590,3.1460,,1.3625,1.6110,4.9380,2.0170,3.9660,1.0733,6.2104,2.1910,2.3320,,,6.3100,0.3859,,8.4350,,1.3902,0.3488,,3.1106,6.3407,1.4520,4.1040,5.7690,1.6208,3.6198,1.3330,4.4280,,,,,,,,,,,,,,,,,
Thu Jul 21 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1206,2.9370,2.1910,3.1590,2.7910,2.6203,2.7400,5.3050,,6.0930,0.8898,2.3270,1.4025,0.7260,1.8136,1.4896,1.3647,3.1470,,1.3631,1.6060,4.9380,2.0170,3.9860,1.0735,6.2107,2.1910,2.3320,,,6.3200,0.3857,,8.4350,,1.4008,0.3488,,3.1002,6.3040,1.4486,4.1050,5.7690,1.6209,3.6192,1.3370,4.4290,,,,,,,,,,,,,,,,,
Fri Jul 22 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1283,2.9570,2.2065,3.1642,2.8080,2.6377,2.7670,5.3480,,6.0930,0.8985,2.3310,1.4125,0.7320,1.8137,1.4902,1.3797,3.1490,,1.3678,1.6140,4.9380,2.0170,4.0000,1.0792,6.2134,2.1910,2.3320,,,6.3400,0.3857,,8.4360,,1.4103,0.3488,,3.1163,6.3367,1.4498,4.0560,5.7580,1.6210,3.6202,1.3360,4.4290,,,,,,,,,,,,,,,,,
Sat Jul 23 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1285,2.9580,2.2067,3.1782,2.8150,2.6489,2.7730,5.3680,,6.0880,0.9003,2.3310,1.4119,0.7300,1.8123,1.4916,1.3913,3.1440,,1.3688,1.6350,4.9340,2.0190,4.0020,1.0910,6.2105,2.2350,2.3320,,,6.3400,0.3856,,8.4330,,1.4106,0.3485,,3.1355,6.3874,1.4487,4.0480,5.7530,1.6198,3.6166,1.3350,4.4250,,,,,,,,,,,,,,,,,
Sun Jul 24 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1285,2.9580,2.2067,3.1782,2.8150,2.6489,2.7730,5.3680,,6.0880,0.9003,2.3310,1.4119,0.7300,1.8123,1.4916,1.3913,3.1440,,1.3688,1.6350,4.9340,2.0190,4.0020,1.0910,6.2105,2.2350,2.3320,,,6.3400,0.3856,,8.4330,,1.4106,0.3485,,3.1355,6.3874,1.4487,4.0480,5.7530,1.6198,3.6166,1.3350,4.4250,,,,,,,,,,,,,,,,,
Mon Jul 25 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1285,2.9580,2.2067,3.1782,2.8150,2.6489,2.7730,5.3680,,6.0880,0.9003,2.3310,1.4119,0.7300,1.8123,1.4916,1.3913,3.1440,,1.3688,1.6350,4.9340,2.0190,4.0020,1.0910,6.2105,2.2350,2.3320,,,6.3400,0.3856,,8.4330,,1.4106,0.3485,,3.1355,6.3874,1.4487,4.0480,5.7530,1.6198,3.6166,1.3350,4.4250,,,,,,,,,,,,,,,,,
Tue Jul 26 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1164,2.9260,2.1827,3.1460,2.7900,2.6451,2.7540,5.3180,,6.0810,0.8892,2.3170,1.3971,0.7230,1.8100,1.4867,1.3778,3.1400,,1.3543,1.6200,4.9280,2.0130,3.9840,1.0883,6.1980,2.2320,2.3280,,,6.3100,0.3853,,8.4230,,1.3954,0.3481,,3.1369,6.3831,1.4468,4.0430,5.7440,1.6177,3.6128,1.3330,4.4180,,,,,,,,,,,,,,,,,
Wed Jul 27 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1125,2.9160,2.1753,3.1463,2.7960,2.6177,2.7550,5.2840,,6.0740,0.8871,2.3100,1.3939,0.7190,1.8079,1.4832,1.3738,3.1390,,1.3472,1.6160,4.9230,2.0100,3.9930,1.0862,6.1910,2.2290,2.3250,,,6.3000,0.3848,,8.4130,,1.3906,0.3477,,3.1010,6.3070,1.4440,4.0430,5.7220,1.6103,3.6158,1.3320,4.4130,,,,,,,,,,,,,,,,,
Thu Jul 28 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1087,2.9060,2.1675,3.1370,2.7880,2.5998,2.7450,5.2750,,6.0740,0.8838,2.2960,1.3875,0.7170,1.8079,1.4672,1.3628,3.1360,,1.3457,1.6050,4.9230,2.0100,3.9770,1.0830,6.1910,2.2280,2.3250,,,6.2900,0.3852,,8.4130,,1.3861,0.3477,,3.0957,6.3066,1.4429,4.0360,5.7210,1.6103,3.6079,1.3320,4.4130,,,,,,,,,,,,,,,,,
Fri Jul 29 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1149,2.9230,2.1800,3.1530,2.8000,2.5987,2.7520,5.3380,,6.0810,0.8901,2.3130,1.3938,0.7230,1.8101,1.4673,1.3657,3.1400,,1.3528,1.6060,4.9290,2.0120,3.9850,1.0857,6.1983,2.2310,2.3270,,,6.3100,0.3859,,8.4150,,1.3942,0.3481,,3.0942,6.2875,1.4435,4.0450,5.7280,1.6122,3.6122,1.3340,4.4190,,,,,,,,,,,,,,,,,
Sat Jul 30 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1175,2.9290,2.1845,3.1676,2.7880,2.6079,2.7680,5.3710,,6.0720,0.8932,2.3290,1.4002,0.7250,1.8075,1.4700,1.3728,3.1380,,1.3636,1.6090,4.9210,2.0090,3.9970,1.0876,6.1922,2.2300,2.3250,,,6.3100,0.3857,,8.4070,,1.3971,0.3476,,3.1057,6.3120,1.4402,4.0370,5.7200,1.6099,3.6074,1.3300,4.4120,,,,,,,,,,,,,,,,,
Sun Jul 31 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1175,2.9290,2.1845,3.1676,2.7880,2.6079,2.7680,5.3710,,6.0720,0.8932,2.3290,1.4002,0.7250,1.8075,1.4700,1.3728,3.1380,,1.3636,1.6090,4.9210,2.0090,3.9970,1.0876,6.1922,2.2300,2.3250,,,6.3100,0.3857,,8.4070,,1.3971,0.3476,,3.1057,6.3120,1.4402,4.0370,5.7200,1.6099,3.6074,1.3300,4.4120,,,,,,,,,,,,,,,,,
Mon Aug 01 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1175,2.9290,2.1845,3.1676,2.7880,2.6079,2.7680,5.3710,,6.0720,0.8932,2.3290,1.4002,0.7250,1.8075,1.4700,1.3728,3.1380,,1.3636,1.6090,4.9210,2.0090,3.9970,1.0876,6.1922,2.2300,2.3250,,,6.3100,0.3857,,8.4070,,1.3971,0.3476,,3.1057,6.3120,1.4402,4.0370,5.7200,1.6099,3.6074,1.3300,4.4120,,,,,,,,,,,,,,,,,
Tue Aug 02 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1310,2.9650,2.2111,3.1994,2.8140,2.6196,2.8160,5.4310,,6.0890,0.9027,2.3530,1.4173,0.7350,1.8125,1.4904,1.3786,3.1450,,1.3726,1.6210,4.9360,2.0150,4.0160,1.0925,6.2066,2.2360,2.3320,,,6.3400,0.3867,,8.4300,,1.4135,0.3486,,3.1250,6.3643,1.4442,4.0460,5.7360,1.6144,3.6174,1.3350,4.4260,,,,,,,,,,,,,,,,,
Wed Aug 03 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1364,2.9790,2.2222,3.2232,2.8310,2.6522,2.8340,5.4830,,6.1060,0.9078,2.3710,1.4277,0.7400,1.8175,1.4985,1.3893,3.1540,,1.3738,1.6320,4.9490,2.0220,4.0420,1.0973,6.2241,2.2430,2.3390,,,6.3600,0.3879,,8.4530,,1.4209,0.3495,,3.1499,6.4136,1.4517,4.0640,5.7460,1.6188,3.6314,1.3380,4.4470,,,,,,,,,,,,,,,,,
Thu Aug 04 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1325,2.9690,2.2149,3.2101,2.8400,2.6440,2.8190,5.4480,,6.0890,0.9064,2.3630,1.4232,0.7400,1.8125,1.4950,1.3871,3.1450,,1.3725,1.6250,4.9350,2.0150,4.0420,1.0964,6.2093,2.2360,2.3320,,,6.3400,0.3870,,8.4260,,1.4157,0.3486,,3.1522,6.4055,1.4477,4.0380,5.7300,1.6144,3.6178,1.3360,4.4350,,,,,,,,,,,,,,,,,
Fri Aug 05 2005 00:00:00 GMT+0400 (Georgia Standard Time),1.1384,2.9840,2.2256,3.2070,2.8400,2.6568,2.8330,5.4690,,6.0720,0.9117,2.3780,1.4298,0.7470,1.8075,1.4880,1.3934,3.1380,,1.3766,1.6240,4.9210,2.0090,4.0390,1.0946,6.1922,2.2300,2.3260,,,6.3500,0.3861,,8.4030,,1.4229,0.3476,,3.1272,6.3890,1.4437,4.0260,5.7080,1.6099,3.6085,1.3350,4.4230,,,,,,,,,,,,,,,,,
